City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kirovskiy,45.0917,133.5136,20.72,98,100,3.4,RU,1721506541
363,juan griego,11.0817,-63.9655,33.07,62,0,6.17,VE,1721506544
364,watertown,42.3709,-71.1828,30.57,43,0,6.69,US,1721506545
365,rosarito,32.3333,-117.0333,34.4,61,27,5.48,MX,1721506547
366,montpellier,43.6109,3.8772,25.71,76,0,4.63,FR,1721506548
367,uzgen,40.7699,73.3007,23.16,37,0,2.63,KG,1721506550
368,selfoss,63.9331,-20.9971,15.58,68,66,4.05,IS,1721506551
369,franeker,53.1855,5.5412,24.42,69,100,1.54,NL,1721506553
370,windhoek,-22.5594,17.0832,12.84,12,2,0.89,NA,1721506554
371,p'ot'i,42.1462,41.672,20.97,90,0,3.11,GE,1721506556
372,taoyuan city,24.9937,121.297,29.6,85,20,1.54,TW,1721506557
373,skiathos,39.1623,23.4909,28.09,65,0,0.0,GR,1721506559
374,paita,-5.0892,-81.1144,19.82,72,5,9.68,PE,1721506560
375,qom,34.6401,50.8764,34.48,16,0,7.76,IR,1721506563
376,nastola,60.95,25.9333,16.58,97,4,2.32,FI,1721506564
377,touros,-5.1989,-35.4608,25.19,78,2,6.17,BR,1721506566
378,north battleford,52.7834,-108.2847,30.05,48,75,1.03,CA,1721506567
379,piti village,13.4626,144.6933,28.03,92,20,2.06,GU,1721506569
380,al jawf,29.5,38.75,31.84,17,0,2.67,SA,1721506570
381,hafar al-batin,28.4328,45.9708,37.32,9,0,1.54,SA,1721506572
382,savoy,45.5,6.4167,16.87,15,4,2.56,FR,1721506573
383,novodvinsk,64.4165,40.8122,12.86,68,1,2.43,RU,1721506575
384,riachao,-7.3619,-46.6172,33.02,21,0,3.66,BR,1721506576
385,banyo,6.75,11.8167,19.14,97,100,1.09,CM,1721506577
386,barcelos,41.5388,-8.6151,20.51,95,95,2.41,PT,1721506579
387,taghazout,30.5426,-9.7112,25.43,71,2,2.24,MA,1721506580
388,benton harbor,42.1167,-86.4542,26.98,59,0,3.09,US,1721506582
389,gondomar,41.1445,-8.5322,20.79,92,98,4.02,PT,1721506583
390,namikupa,-10.8333,39.6,16.77,90,92,0.84,TZ,1721506585
391,port shepstone,-30.7414,30.455,16.85,59,54,2.91,ZA,1721506586
392,shakiso,5.75,38.9167,15.54,88,100,0.63,ET,1721506588
393,holbrook,40.8123,-73.0784,28.25,64,75,6.17,US,1721506509
394,iskateley,67.6803,53.1512,6.09,81,10,2.65,RU,1721506590
395,ituiutaba,-18.9689,-49.465,29.99,17,0,2.29,BR,1721506592
396,egersund,58.4513,5.9997,20.57,71,0,5.04,NO,1721506593
397,catemaco,18.4167,-95.1167,28.35,75,79,1.68,MX,1721506595
398,lincheng,19.9078,109.6858,26.79,90,18,3.49,CN,1721506596
399,kati,12.7441,-8.0726,23.67,81,100,1.78,ML,1721506598
400,lubang,13.8584,120.124,28.68,79,99,7.39,PH,1721506599
401,baoding,38.8511,115.4903,26.25,71,99,2.76,CN,1721506600
402,piskivka,50.6938,29.6193,18.62,60,33,0.96,UA,1721506602
403,kuraymah,18.55,31.85,38.67,21,63,5.82,SD,1721506603
404,santa elena de uairen,4.6167,-61.1333,23.85,75,66,2.65,VE,1721506605
405,harstad,68.799,16.5293,17.91,88,100,1.34,NO,1721506606
406,hammerfest,70.6634,23.6821,13.25,94,40,0.0,NO,1721506608
407,buchanan,5.8808,-10.0467,24.02,95,100,5.32,LR,1721506609
408,villiers,-27.0303,28.6006,8.17,36,0,2.22,ZA,1721506611
409,kermit,31.8576,-103.0927,34.37,24,64,4.24,US,1721506612
410,port augusta,-32.5,137.7667,8.7,94,6,3.87,AU,1721506614
411,marka,1.7159,44.7717,24.83,83,99,5.47,SO,1721506615
412,abepura,-2.6333,140.5833,24.45,94,40,0.51,ID,1721506616
413,morehead city,34.7229,-76.726,31.68,76,0,7.72,US,1721506618
414,naze,28.3667,129.4833,28.51,83,11,2.48,JP,1721506620
415,zarqa,32.0728,36.088,28.95,36,0,4.12,JO,1721506621
416,ciudad melchor muzquiz,27.8833,-101.5167,34.97,35,15,3.99,MX,1721506622
417,deder,9.3167,41.45,14.41,89,89,2.9,ET,1721506624
418,grand falls-windsor,48.9332,-55.6649,28.61,49,76,3.14,CA,1721506625
419,kidal,18.4411,1.4078,37.67,19,21,4.27,ML,1721506626
420,nouadhibou,20.931,-17.0347,23.99,69,99,9.26,MR,1721506628
421,eksere,36.8134,31.9997,24.53,32,0,4.07,TR,1721506629
422,derbent,42.0678,48.2899,26.33,52,64,2.36,RU,1721506630
423,burao,9.5221,45.5336,24.12,53,34,10.93,SO,1721506631
424,lata,40.1629,-8.3327,21.15,85,16,2.29,PT,1721506633
425,mili,6.0815,171.735,28.81,75,70,7.02,MH,1721506634
426,trenggalek,-8.05,111.7167,21.38,96,78,1.18,ID,1721506635
427,kuta,-8.7233,115.1723,25.97,78,40,8.23,ID,1721506637
428,birobidzhan,48.8,132.95,18.57,95,100,0.51,RU,1721506632
429,ortigueira,-24.2083,-50.9494,21.0,46,0,1.29,BR,1721506639
430,loum,4.7182,9.7351,21.93,98,84,0.4,CM,1721506641
431,franklin,39.9667,-83.0166,29.8,42,0,2.57,US,1721506381
432,bathsheba,13.2167,-59.5167,30.34,74,20,9.26,BB,1721506645
433,katima mulilo,-17.5,24.2667,17.23,24,0,0.81,NA,1721506646
434,alamos,27.0167,-108.9333,34.3,45,73,2.87,MX,1721506647
435,safaga,26.7292,33.9365,33.39,39,3,2.36,EG,1721506649
436,revda,56.801,59.9303,15.74,98,100,1.13,RU,1721506650
437,jaicos,-7.3592,-41.1378,28.13,38,19,5.59,BR,1721506651
438,fort st. john,56.2499,-120.8529,24.94,53,0,1.54,CA,1721506653
439,hithadhoo,-0.6,73.0833,28.73,74,95,2.78,MV,1721506654
440,perelyub,51.8667,50.3667,25.02,48,63,2.91,RU,1721506657
441,aleksandrov gay,50.147,48.5704,25.42,48,1,5.94,RU,1721506658
442,tromso,69.6496,18.957,14.01,82,0,2.06,NO,1721506659
443,plymouth,41.8334,-70.8328,30.05,58,20,5.66,US,1721506661
444,pangoa,-12.1167,-73.0,29.51,34,6,1.9,PE,1721506662
445,astrakhan,46.3497,48.0408,28.93,45,40,6.0,RU,1721506663
446,gaiman,-43.2897,-65.4929,11.82,27,0,3.7,AR,1721506665
447,yurimaguas,-5.9,-76.0833,31.09,70,75,2.06,PE,1721506666
448,bolkhov,53.4433,36.0044,15.46,85,68,3.25,RU,1721506667
449,reguiba,33.5639,6.7033,38.03,16,0,1.03,DZ,1721506669
450,oujda-angad,34.6805,-1.9076,30.35,19,0,2.57,MA,1721506670
451,mont-tremblant,46.1949,-74.6264,21.87,68,100,0.51,CA,1721506482
452,euclides da cunha,-10.5075,-39.0158,23.81,41,45,3.4,BR,1721506673
453,rehoboth,-23.3167,17.0833,8.57,31,2,1.01,NA,1721506674
454,luba,3.4568,8.5547,24.94,86,39,5.21,GQ,1721506675
455,hirara,24.8,125.2833,28.92,100,13,3.6,JP,1721506677
456,kalevala,65.2,31.1667,10.6,72,44,2.65,RU,1721506678
457,sabha,27.0377,14.4283,32.7,16,0,4.08,LY,1721506680
458,chegdomyn,51.1167,133.0167,16.1,96,100,0.7,RU,1721506681
459,greenville,35.6127,-77.3663,32.01,66,40,6.69,US,1721506450
460,celendin,-6.8703,-78.1517,21.29,35,25,3.99,PE,1721506684
461,cua,10.1589,-66.8858,30.82,70,37,0.82,VE,1721506686
462,san patricio,28.017,-97.5169,34.4,43,61,3.39,US,1721506688
463,zhigalovo,54.8097,105.1578,17.7,94,100,0.49,RU,1721506689
464,antonio enes,-16.2325,39.9086,22.36,73,0,3.6,MZ,1721506690
465,nyrob,60.733,56.7202,11.15,89,10,2.48,RU,1721506691
466,mariental,-24.6333,17.9667,12.98,27,34,4.52,NA,1721506693
467,gazli,40.1333,63.45,30.99,20,0,4.99,UZ,1721506694
468,camapua,-19.5314,-54.0439,31.78,15,0,3.1,BR,1721506695
469,pithapuram,17.1167,82.2667,24.85,90,92,6.08,IN,1721506697
470,ouarzazat,30.9189,-6.8934,33.16,15,20,4.63,MA,1721506698
471,kavaratti,10.5669,72.642,27.43,85,100,7.63,IN,1721506699
472,antofagasta,-23.65,-70.4,18.6,79,68,3.71,CL,1721506701
473,yantzaza,-3.8278,-78.7594,25.19,63,89,1.36,EC,1721506702
474,manacapuru,-3.2997,-60.6206,33.37,42,35,0.35,BR,1721506703
475,markaz-e hukumat-e darweshan,31.1323,64.1934,31.39,14,70,2.11,AF,1721506705
476,tabas,33.5959,56.9244,36.12,16,0,2.06,IR,1721506706
477,alaghsas,17.0187,8.0168,32.42,41,92,0.47,NE,1721506707
478,eirunepe,-6.6603,-69.8736,34.74,32,94,0.83,BR,1721506709
479,mossel bay,-34.1831,22.146,10.96,69,100,2.4,ZA,1721506710
480,zhongshan,21.3226,110.5829,26.9,91,16,4.92,CN,1721506711
481,new norfolk,-42.7826,147.0587,4.84,94,19,1.13,AU,1721506713
482,mahriz,31.5917,54.4318,34.28,19,0,1.4,IR,1721506714
483,obidos,-1.9175,-55.5181,34.29,37,97,3.64,BR,1721506716
484,mildura,-34.2,142.15,6.15,90,0,4.18,AU,1721506717
485,thaba-tseka,-29.522,28.6084,1.14,29,0,2.06,LS,1721506718
486,camabatela,-8.1881,15.375,17.48,61,17,1.32,AO,1721506721
487,sinop,41.7711,34.8709,20.23,85,7,1.41,TR,1721506722
488,callao,-12.0667,-77.15,18.16,68,20,7.72,PE,1721506643
489,lalibela,12.0333,39.0333,17.96,66,24,1.86,ET,1721506725
490,oltinko'l,40.8011,72.1634,29.0,26,0,2.33,UZ,1721506726
491,anqing,30.5092,117.0506,27.8,76,97,1.35,CN,1721506728
492,conception bay south,47.4999,-52.9981,24.69,65,6,2.04,CA,1721506729
493,klyuchi,52.2667,79.1667,18.43,81,42,2.77,RU,1721506730
494,palmas,-10.2128,-48.3603,31.93,37,0,2.57,BR,1721506337
495,deqen,29.9618,90.7188,10.17,86,100,0.55,CN,1721506733
496,sinabang,2.4803,96.3801,26.95,82,100,1.52,ID,1721506734
497,mitsamiouli,-11.3847,43.2844,25.32,64,6,2.81,KM,1721506736
498,stari kuty,48.2709,25.1729,20.38,74,100,1.4,UA,1721506737
499,porangatu,-13.4408,-49.1486,32.4,17,5,0.7,BR,1721506548
500,douentza,14.9951,-2.9517,29.09,54,100,3.12,ML,1721506740
501,kavalerovo,44.2661,135.0572,20.88,96,100,1.67,RU,1721506741
502,adh dhibiyah,24.5014,45.9686,37.13,10,100,4.72,SA,1721506742
503,tazacorte,28.629,-17.9293,25.08,78,20,7.72,ES,1721506744
504,altpinar,39.2042,32.7478,24.55,46,4,4.21,TR,1721506745
505,greymouth,-42.4667,171.2,6.02,93,100,2.87,NZ,1721506746
506,inderbor,48.55,51.7833,31.42,26,100,2.55,KZ,1721506748
507,formosa do rio preto,-11.0483,-45.1931,29.61,24,3,3.28,BR,1721506749
508,fontana,34.0922,-117.4351,40.89,21,0,5.14,US,1721506530
509,vorkuta,67.5,64.0,4.57,70,8,3.05,RU,1721506752
510,plastun,44.7561,136.2939,18.97,97,100,1.03,RU,1721506753
511,elliot lake,46.3834,-82.6331,22.3,74,88,2.09,CA,1721506494
512,zaragoza,41.6561,-0.8773,33.22,35,0,8.23,ES,1721506756
513,grevena,40.0845,21.4274,23.56,52,78,1.4,GR,1721506757
514,megion,61.0296,76.1136,18.01,53,100,5.93,RU,1721506758
515,brisas de zicatela,15.8369,-97.0419,30.29,74,100,6.17,MX,1721506760
516,salalah,17.0151,54.0924,25.05,100,100,1.54,OM,1721506761
517,yelizovo,53.1873,158.3805,12.08,100,100,0.0,RU,1721506763
518,an nuhud,12.7,28.4333,30.86,50,13,4.79,SD,1721506764
519,nikolayevsk-on-amure,53.1406,140.73,17.47,100,100,0.6,RU,1721506765
520,malabar,-33.9667,151.25,11.51,60,0,8.75,AU,1721506767
521,ilomantsi,62.6716,30.9328,17.05,78,100,3.72,FI,1721506768
522,jetpur,21.7333,70.6167,27.3,90,100,2.51,IN,1721506769
523,kudahuvadhoo,2.6708,72.8944,28.17,78,26,1.17,MV,1721506771
524,tobelo,1.7284,128.0095,25.82,84,95,3.53,ID,1721506773
525,puerto colombia,10.9878,-74.9547,31.05,76,100,6.82,CO,1721506774
526,moranbah,-22.0016,148.0466,10.28,50,0,4.7,AU,1721506775
527,usol'ye-sibirskoye,52.7519,103.6453,18.08,99,100,2.1,RU,1721506777
528,ialibu,-6.2821,143.9935,14.28,100,100,0.76,PG,1721506778
529,north bay,46.3168,-79.4663,20.01,100,100,2.57,CA,1721506535
530,svetlograd,45.3353,42.8547,23.12,57,100,1.47,RU,1721506781
531,vanino,49.0869,140.2543,17.15,95,100,1.08,RU,1721506782
532,pechora,65.1472,57.2244,9.51,63,2,3.53,RU,1721506783
533,palu,-0.8917,119.8707,24.55,97,94,1.15,ID,1721506785
534,makoua,0.0069,15.6333,27.89,49,100,1.13,CG,1721506786
535,san matias,-16.3667,-58.4,35.49,12,0,2.12,BO,1721506787
536,shingu,33.7333,135.9833,25.05,90,95,2.86,JP,1721506789
537,sinj,43.7036,16.6394,25.94,88,53,0.78,HR,1721506791
538,ugoofaaru,5.6667,73.0,28.33,78,100,5.5,MV,1721506793
539,nzega,-2.479,29.5564,17.91,61,100,1.91,RW,1721506794
540,cacule,-14.5033,-42.2222,23.46,51,88,3.06,BR,1721506795
541,vennesla,58.2694,7.9741,18.75,70,0,2.06,NO,1721506797
542,yerofey pavlovich,53.9667,121.9667,12.11,94,3,1.77,RU,1721506798
543,holdrege,40.4403,-99.3698,24.71,69,100,2.06,US,1721506799
544,hilo,19.7297,-155.09,27.92,76,75,4.12,US,1721506521
545,kulhudhuffushi,6.6221,73.07,28.52,78,94,6.2,MV,1721506802
546,ribeirao branco,-24.2208,-48.7656,16.66,64,0,1.91,BR,1721506803
547,weno,7.4515,151.8468,26.97,89,75,2.06,FM,1721506805
548,yamethin,20.4333,96.15,24.36,92,96,4.08,MM,1721506806
549,airway heights,47.6446,-117.5933,34.78,21,0,0.78,US,1721506577
550,ambovombe,-25.1667,46.0833,19.09,78,0,2.13,MG,1721506809
551,aykhal,66.0,111.5,15.74,77,100,3.82,RU,1721506810
552,leirvik,59.7798,5.5005,18.72,70,0,1.44,NO,1721506811
553,luling,29.9322,-90.3665,30.55,89,100,2.28,US,1721506813
554,belfast,54.5833,-5.9333,13.9,79,75,4.63,GB,1721506584
555,shijiazhuang,38.0414,114.4786,25.92,65,100,1.26,CN,1721506816
556,korhogo,9.45,-5.6333,23.68,87,100,2.44,CI,1721506817
557,sambava,-14.2667,50.1667,19.95,79,0,4.05,MG,1721506819
558,nueva villa de padilla,24.0167,-98.7833,37.36,44,38,3.71,MX,1721506820
559,bandrele,-12.9067,45.1914,23.86,73,0,3.09,YT,1721506821
560,nguigmi,14.2495,13.1092,29.86,54,97,5.26,NE,1721506823
561,lushun,38.8,121.2667,27.12,92,31,5.82,CN,1721506824
562,linqiong,30.4159,103.4609,24.9,97,100,0.17,CN,1721506825
563,nova xavantina,-14.6667,-52.35,31.79,19,5,1.97,BR,1721506827
564,tofol,5.3248,163.0078,28.36,77,63,6.5,FM,1721506828
565,ocara,-4.4908,-38.5967,28.03,43,5,1.55,BR,1721506829
566,okha,53.5739,142.9478,13.28,99,100,5.25,RU,1721506831
567,saint joseph,39.7686,-94.8466,23.45,75,100,2.06,US,1721506644
568,hotan,37.0997,79.9269,29.06,26,25,2.18,CN,1721506834
569,brookings,44.3114,-96.7984,26.73,63,40,4.12,US,1721506835
570,hinton,53.4001,-117.5857,31.3,27,2,1.72,CA,1721506836
571,wahpeton,46.2652,-96.6059,29.95,54,20,0.0,US,1721506838
572,jinchang,38.4953,102.1739,22.54,50,0,3.17,CN,1721506839
573,mahuta,-10.8667,39.45,15.83,88,98,1.41,TZ,1721506840
574,meadow lakes,61.6247,-149.6011,22.17,63,0,1.54,US,1721506842
